words,title,release_date,Expired_Date,Clinical_Trials,url
['data sharing'],Early-Stage T1 Translational Aging Research (Bench to Bedside) for the Development of Novel Therapeutics (R21/R33 Clinical Trial Optional),6/25/2019,7/17/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-305.html
[],FDA Support for Conferences and Scientific Meetings (R13 Clinical Trial Not Allowed),6/26/2019,10/12/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-306.html
['data sharing'],Stimulating Innovations in Behavioral Intervention Research for Cancer Prevention and Control (R21 Clinical Trial Optional),6/28/2019,9/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-309.html
['data sharing'],Behavioral Science Track Award for Rapid Transition (B/Start)(R03 Clinical Trial Optional),6/28/2019,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-310.html
['data sharing'],Mechanisms of Tolerance (R21/R33 - Clinical Trial Required),7/10/2019,1/8/2022,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-19-311.html
['data sharing'],Centers of Biomedical Research Excellence (COBRE) Phase 1 (P20 - Clinical Trial Optional),7/10/2019,1/28/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-313.html
['data sharing'],NIA Program Project Applications (P01 Clinical Trial Optional),7/12/2019,5/26/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-314.html
['data sharing'],Discovery of Biomarkers and Biomarker Signatures for Neurological and Neuromuscular Disorders (R61/R33 Clinical Trial Optional),7/10/2019,5/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-315.html
['data sharing'],Strategic Alliances for Medications Development to Treat Substance Use Disorders (R01-Clinical Trial Optional),7/25/2019,9/2/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-318.html
['data sharing'],NIDDK Central Repositories Non-renewable Sample Access (X01 Clinical Trial Not Allowed),7/29/2019,6/29/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-319.html
['data sharing'],Palliative Care in Home and Community Settings (R21 Clinical Trial Optional),7/31/2019,9/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-320.html
['data sharing'],Palliative Care in Home and Community Settings (R01 Clinical Trial Optional),7/31/2019,9/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-321.html
['data sharing'],Clinical Characterization of Cancer Therapy-induced Adverse Sequelae and Mechanism-based Interventional Strategies (R01 Clinical Trial Optional),7/30/2019,2/12/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-325.html
['data sharing'],Grand Opportunity in Medications Development for Substance-Use Disorders (U01 Clinical Trial Optional),8/1/2019,9/2/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-327.html
['data sharing'],Single-Site Investigator-Initiated Clinical Trials (R61/R33 Clinical Trial Required),8/5/2019,9/9/2022,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-19-328.html
['data sharing'],Clinical Coordinating Center for Multi-Site Investigator-Initiated Clinical Trials (Collaborative UG3/UH3 Clinical Trial Required),8/5/2019,9/9/2022,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-19-329.html
['data sharing'],Data Coordinating Center for Multi-Site Investigator-Initiated Clinical Trials (Collaborative U24 Clinical Trial Required),8/5/2019,9/9/2022,Required_Infrastructure,https://grants.nih.gov/grants/guide/pa-files/PAR-19-330.html
['data sharing'],"Limited Competition: Renewals of, and Revisions and Resubmissions to, the Longitudinal Early-onset Alzheimers Disease Study (LEADS) Cooperative Agreement (U01 Clinical Trial Not Allowed)",8/9/2019,7/6/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-338.html
['data sharing'],Leveraging Cognitive Neuroscience to Improve Assessment of Cancer Treatment-Related Cognitive Impairment (R21 Clinical Trial Optional),8/12/2019,6/9/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-339.html
['data sharing'],Leveraging Cognitive Neuroscience to Improve Assessment of Cancer Treatment-Related Cognitive Impairment (R01 Clinical Trial Optional),8/12/2019,6/9/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-340.html
['data sharing'],Explainable Artificial Intelligence for Decoding and Modulating Neural Circuit Activity Linked to Behavior (R01 Clinical Trial Optional),8/14/2019,3/11/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-344.html
['data sharing'],NIDA Program Project Grant Applications (P01 Clinical Trial Optional),8/16/2019,9/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-345.html
['data sharing'],Innovative Approaches to Studying Cancer Communication in the New Information Ecosystem (R01 Clinical Trial Optional),8/16/2019,6/9/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-348.html
['data sharing'],Innovative Approaches to Studying Cancer Communication in the New Information Ecosystem (R21 Clinical Trial Optional),8/16/2019,6/9/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-350.html
['data sharing'],Intervening with Cancer Caregivers to Improve Patient Health Outcomes and Optimize Health Care Utilization (R01 Clinical Trial Optional),8/29/2019,9/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-352.html
['data sharing'],Neural Regulation of Cancer (R01 Clinical Trial Not Allowed),8/28/2019,5/28/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-353.html
['data sharing'],Neural Regulation of Cancer (R21 Clinical Trial Not Allowed),8/28/2019,5/28/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-354.html
['data sharing'],Intervening with Cancer Caregivers to Improve Patient Health Outcomes and Optimize Health Care Utilization (R21 Clinical Trial Optional),8/29/2019,9/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-355.html
['data sharing'],Myeloid-Derived Suppressor Cells (MDSCs) as Potential Therapeutic Targets in TB/HIV (R01 Clinical Trial Not Allowed),9/3/2019,1/11/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-357.html
['data sharing'],Linking the Provider Recommendation to Adolescent HPV Vaccine Uptake  (R21 Clinical Trial Optional),8/29/2019,9/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-358.html
['data sharing'],Linking the Provider Recommendation to Adolescent HPV Vaccine Uptake  (R03 Clinical Trial Optional),8/29/2019,7/17/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-359.html
['data sharing'],Linking the Provider Recommendation to Adolescent HPV Vaccine Uptake  (R01 Clinical Trial Optional),8/29/2019,9/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-360.html
['data sharing'],Small-Cell Lung Cancer (SCLC) Consortium: Therapeutic Development and Mechanisms of Resistance (U01 Clinical Trial Not Allowed),8/29/2019,3/12/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-361.html
[],Planning Grant for Global Infectious Disease Research Training Program (D71 No Clinical Trials Allowed),9/3/2019,10/29/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-362.html
['data sharing'],Myeloid-Derived Suppressor Cells (MDSCs) as Potential Therapeutic Targets in TB/HIV (R21 Clinical Trial Not Allowed),9/3/2019,1/11/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-364.html
['data sharing'],Limited Competition: Small Grant Program for NIDDK K01/K08/K23/K25 Recipients (R03 Clinical Trial Optional),9/9/2019,9/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-365.html
['data sharing'],Maximizing Investigators' Research Award (R35 - Clinical Trial Optional),9/9/2019,5/18/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-367.html
['data sharing'],Accelerating the Pace of Drug Abuse Research Using Existing Data (R01 Clinical Trial Optional),9/9/2019,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-368.html
['data sharing'],NIAID Career Transition Award (K22 Independent Clinical Trial Not Allowed),9/9/2019,1/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-371.html
['data sharing'],Social Epigenomics Research Focused on Minority Health and Health Disparities (R01-Clinical Trial Not Allowed),9/10/2019,11/9/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-372.html
['data sharing'],Complex Integrated Multi-Component Projects in Aging Research (U19 Clinical Trial Optional),9/13/2019,9/26/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-374.html
"['open access', 'github', 'data sharing']",Small Research Grants for Analyses of Gabriella Miller Kids First Pediatric Research Data (R03 Clinical Trial Not Allowed),9/12/2019,1/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-375.html
['data sharing'],Omics-guided Biobehavioral Interventions for Improved Health Outcomes: A Step Forward in Translation (R01 Clinical Trial Optional),9/13/2019,1/8/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-377.html
['data sharing'],"Bioinformatics Interdisciplinary Predoctoral Fellowship in Diabetes, Endocrinology and Metabolic Diseases (F31)",9/16/2019,9/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-378.html
['data sharing'],"Bioinformatics Interdisciplinary Postdoctoral Fellowship in Diabetes, Endocrinology and Metabolic Diseases (F32)",9/16/2019,9/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-379.html
['data sharing'],Initiative to Maximize Research Education in Genomics:  Diversity Action Plan (R25),9/17/2019,9/26/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-380.html
['data sharing'],Patient Activation for Self-Management of Chronic Conditions (R01 Clinical Trial Optional),9/17/2019,5/8/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-381.html
['data sharing'],Patient Activation for Self-Management of Chronic Conditions (R21 Clinical Trial Optional),9/17/2019,5/8/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-382.html
['data sharing'],Environmental Risks for Psychiatric Disorders: Biological Basis of Pathophysiology (R21 Clinical Trial Not Allowed),9/30/2019,11/17/2021,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-385.html
['data sharing'],Environmental Risks for Psychiatric Disorders: Biological Basis of Pathophysiology (R01 Clinical Trial Not Allowed),9/30/2019,11/17/2021,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-386.html
['data sharing'],Perception and Cognition Research to Inform Cancer Image Interpretation (R01 Clinical Trial Optional),10/2/2019,1/8/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-387.html
['data sharing'],Perception and Cognition Research to Inform Cancer Image Interpretation (R21 Clinical Trial Optional),10/2/2019,1/8/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-389.html
['data sharing'],Aging Research Dissertation Awards to Increase Diversity (R36 Clinical Trial Not Allowed),10/18/2019,1/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-394.html
['data sharing'],Genetic Architecture of Mental Disorders in Ancestrally Diverse Populations (U01 Clinical Trial Not Allowed),10/2/2019,9/16/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-026.html
['data sharing'],Sustained Release of Antivirals for Treatment or Prevention of HIV (SRATP) (R01 Clinical Trial Not Allowed),10/10/2019,1/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-029.html
['data sharing'],Human-Animal Interaction (HAI) Research (R01 Clinical Trial Optional),10/17/2019,12/21/2021,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-031.html
['data sharing'],Human-Animal Interaction (HAI) Research (R03 Clinical Trial Optional),10/17/2019,12/21/2021,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-032.html
['data sharing'],Human-Animal Interaction (HAI) Research (R21 Clinical Trial Optional),10/17/2019,12/21/2021,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-033.html
['data sharing'],Fundamental Mechanisms of Affective and Decisional Processes in Cancer Control (R01 Clinical Trial Optional),10/18/2019,1/8/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-034.html
['data sharing'],Integrative Research on Polysubstance Abuse and Disorder (R61/R33 Clinical Trial Optional),10/18/2019,11/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-035.html
['data sharing'],Getting To Zero: Understanding HIV Viral Suppression and Transmission in the United States (R01 Clinical Trial Optional),10/24/2019,9/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-036.html
['data sharing'],Development and Application of PET and SPECT Imaging Ligands as Biomarkers for Drug Discovery and for Pathophysiological Studies of CNS Disorders (R01 Clinical Trial Not Allowed),1/7/2020,1/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-037.html
['data sharing'],Development and Application of PET and SPECT Imaging Ligands as Biomarkers for Drug Discovery and for Pathophysiological Studies of CNS Disorders (R01 Clinical Trial Optional),1/7/2020,1/8/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-038.html
['data sharing'],NCMRR Early Career Research Award (R03 Clinical Trial Optional),10/24/2019,4/1/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-042.html
[],"Ruth L. Kirschstein National Research Service Award (NRSA) Institutional Training for a Dental, Oral and Craniofacial Research Workforce (T32 Clinical Trial Not Allowed)",11/20/2019,9/27/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-044.html
['data sharing'],NIDCR Research Grants for Analyses of Existing Genomics Data  (R01 Clinical Trial Not Allowed),11/8/2019,1/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-045.html
['data sharing'],NIDCR Small Research Grants for Analyses of Existing Genomics Data (R03 Clinical Trial Not Allowed),11/8/2019,1/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-046.html
['data sharing'],Building Population Health Research Capacity in the U.S. Affiliated Pacific Islands (U24  Clinical Trial Not Allowed),11/6/2019,7/16/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-048.html
['data sharing'],NINDS Postdoctoral Mentored Career Development Award (K01 No Independent Clinical Trial Allowed),11/7/2019,1/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-049.html
['data sharing'],NINDS Postdoctoral Mentored Career Development Award (K01 Clinical Trial Required),11/7/2019,1/8/2023,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-20-050.html
['data sharing'],NEI Center Core Grant for Vision Research (P30 Clinical Trial Not Allowed),11/12/2019,10/1/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-051.html
['data sharing'],"NCI Small Grants Program for Cancer Research for Years 2020, 2021, and 2022 (NCI Omnibus R03 Clinical Trial Optional)",11/8/2019,1/8/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-052.html
"['open access', 'reproducible method', 'data sharing']",Program to Assess the Rigor and Reproducibility of Extracellular Vesicle-Derived Analytes for Cancer Detection (R01 Clinical Trial Not Allowed),11/12/2019,1/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-053.html
['data sharing'],Engineering Next-Generation Human Nervous System Microphysiological Systems (R01 Clinical Trials Not Allowed),1/3/2020,1/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-055.html
[],"Institutional Training for a Dental, Oral and Craniofacial Research Workforce (T90/R90 Clinical Trial Not Allowed)",11/20/2019,9/27/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-056.html
['data sharing'],Improving oral health and reducing disparities in adolescents (R01 Clinical Trial Not Allowed),11/18/2019,1/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-058.html
['data sharing'],Improving oral health and reducing disparities in adolescents (R21 Clinical Trial Not Allowed),11/18/2019,1/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-059.html
['data sharing'],NIDCR Prospective Observational or Biomarker Validation Study Cooperative Agreement (U01 Clinical Trial Not Allowed),11/19/2019,1/10/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-060.html
['data sharing'],Co-infection and Cancer (R21 Clinical Trial Not Allowed),11/22/2019,1/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-061.html
['data sharing'],Co-infection and Cancer (R01 Clinical Trial Not Allowed),11/22/2019,1/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-062.html
['data sharing'],NIAID Resource-Related Research Projects (R24 Clinical Trial Not Allowed),11/22/2019,1/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-063.html
['data sharing'],Archiving and Documenting Child Health and Human Development Data Sets (R03 Clinical Trial Not Allowed),11/25/2019,1/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-064.html
['data sharing'],Small Research Grants for Establishing Basic Science-Clinical Collaborations to Understand Structural Birth Defects (R03 Clinical Trial Not Allowed),11/25/2019,1/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-065.html
['data sharing'],Postbaccalaureate Research Education Program (R25 - Independent Clinical Trial Not Allowed),12/2/2019,1/28/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-066.html
"['replication stud', 'data sharing']",Research Infrastructure Development for Interdisciplinary Aging Studies (R21/R33 - Clinical Trial Optional),12/9/2019,11/17/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-070.html
"['replication stud', 'data sharing']",Advanced-Stage Development and Utilization of Research Infrastructure for Interdisciplinary Aging Studies (R33 Clinical Trial Optional),12/9/2019,11/17/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-071.html
['data sharing'],NIAID Investigator Initiated Program Project Applications (P01 Clinical Trial Not Allowed),12/9/2019,9/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-072.html
['data sharing'],National Dental Practice-Based Research Network Infrastructure Access (X01 Clinical Trial Not Allowed),12/9/2019,9/2/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-073.html
['data sharing'],Revision Applications for Validation of Biomarker Assays Developed Through NIH-Supported Research Grants (R01 Clinical Trial Not Allowed),12/10/2019,10/29/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-074.html
['data sharing'],Limited Competition: NIDDK Program Projects (P01 Clinical Trial Optional),12/11/2019,1/8/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-075.html
['reproducible research'],Jointly Sponsored Ruth L. Kirschstein National Research Service Award Institutional Predoctoral Training Program in the Neurosciences (T32 Clinical Trial Not Allowed),12/11/2019,5/26/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-076.html
['data sharing'],National Cancer Institute Program Project Applications (P01 Clinical Trial Optional),1/27/2020,5/8/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-077.html
['data sharing'],"Secondary Analysis of Existing Datasets in Heart, Lung, and Blood Diseases and Sleep Disorders (R21 Clinical Trial Not Allowed)",12/19/2019,11/26/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-078.html
['data sharing'],Surgical Disparities Research (R01 - Clinical Trial Optional),12/30/2019,7/6/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-079.html
['data sharing'],NIMH Mentoring Networks for Mental Health Research Education (R25 Clinical Trial Not Allowed),1/16/2020,5/26/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-080.html
['data sharing'],Mechanisms of Disparities in Chronic Liver Diseases and Cancer (R21- Clinical Trial Not Allowed),1/14/2020,4/2/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-081.html
['data sharing'],Engineering Next-Generation Human Nervous System Microphysiological Systems (R21 Clinical Trials Not Allowed),1/3/2020,1/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-082.html
['data sharing'],Enhancing Regulatory Science for Advancing Pharmaceutical Quality and Manufacturing (U01) Clinical Trials Optional,1/7/2020,4/11/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-083.html
"['preprint', 'data sharing']",NIBIB Trailblazer Award for New and Early Stage Investigators (R21 Clinical Trial Optional),1/7/2020,1/8/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-084.html
['data sharing'],Mechanisms of Disparities in Chronic Liver Diseases and Cancer (R01- Clinical Trial Not Allowed),1/14/2020,4/2/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-088.html
"['open science', 'open source', 'data sharing']",Biomedical Data Repository (U24 - Clinical Trials Not Allowed),1/17/2020,5/9/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-089.html
['data sharing'],NIAMS Clinical Trial Planning Grant (R34) - Clinical Trial Not Allowed,1/14/2020,11/2/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-090.html
['data sharing'],Development of Medications to Prevent and Treat Opioid Use Disorders and Overdose (UG3/UH3) (Clinical Trial Optional),1/24/2020,9/2/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-092.html
['data sharing'],Silvio O. Conte Centers for Basic Neuroscience or Translational Mental Health Research (P50 Clinical Trial Optional),1/16/2020,5/25/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-093.html
"['reproducible research', 'data sharing']",NIMH Research Education Programs for Psychiatry Residents (R25- Independent Clinical Trial Not Allowed),1/16/2020,5/26/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-094.html
['data sharing'],Development of Research Education Resources for Geriatrics-Related Translational and Clinical Scientists (R25 Independent Clinical Trial Not Allowed),1/16/2020,1/26/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-095.html
"['reproducible research', 'data sharing']",NIMH Short Courses for Mental Health Related Research (R25 -Independent Clinical Trial Not Allowed),1/16/2020,5/26/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-096.html
"['open science', 'open source', 'data sharing']",Biomedical Knowledgebase (U24 - Clinical Trials Not Allowed),1/17/2020,5/9/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-097.html
['data sharing'],Non-Viral Technologies for in vivo Delivery of Genome Editors (R43/R44 Clinical Trial Not Allowed),2/6/2020,1/6/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-098.html
['data sharing'],"Harmonization of Alzheimers Disease and Related Dementias (AD/ADRD) Genetic, Epidemiologic, and Clinical Data to Enhance Therapeutic Target Discovery (U24 Clinical Trial Not Allowed)",1/23/2020,1/26/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-099.html
['data sharing'],Genomic Community Resources (U24 Clinical Trial Not Allowed),1/23/2020,5/26/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-100.html
['data sharing'],Genomic Expert Curation Panels (U24 Clinical Trial Not Allowed),1/23/2020,5/27/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-101.html
['data sharing'],IDeA Networks of Biomedical Research Excellence (INBRE) (P20 Clinical Trial Optional),1/29/2020,5/21/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-102.html
['data sharing'],Collaborative Program Grant for Multidisciplinary Teams (RM1 - Clinical Trial Optional),1/29/2020,1/28/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-103.html
"['open source', 'data sharing']",Biomedical Technology Development and Dissemination Center (RM1 - Clinical Trial Not Allowed),2/3/2020,1/27/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-104.html
[],Laboratory Flexible Funding Model (LFFM) (U19) Clinical Trials Not Allowed,2/5/2020,4/7/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-105.html
['data sharing'],Centers for AIDS Research (P30 Clinical Trial Not Allowed),2/3/2020,7/29/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-106.html
['data sharing'],Developmental Centers for AIDS Research (P30 Clinical Trial Not Allowed),2/3/2020,7/29/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-107.html
['data sharing'],International Research in Infectious Diseases (R01 Clinical Trial Not Allowed),2/4/2020,8/20/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-108.html
['data sharing'],Non-Viral Technologies for in vivo Delivery of Genome Editors (R41/R42 Clinical Trial Not Allowed),2/6/2020,1/6/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-109.html
['data sharing'],National Institute on Aging Genetics of Alzheimer's Disease Data Storage Site (U24 Clinical Trial Not Allowed),2/7/2020,1/26/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-110.html
['data sharing'],Blueprint Neurotherapeutics Network (BPN): Small Molecule Drug Discovery and Development for Disorders of the Nervous System (U44 Clinical Trial Optional),3/3/2020,5/8/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-111.html
['data sharing'],Limited Competition: Centers of Biomedical Research Excellence (COBRE) Phase III - Transitional Centers (P30 Clinical Trial Optional),2/20/2020,5/28/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-115.html
['data sharing'],Toward Translation of Nanotechnology Cancer Interventions (TTNCI) (R01 Clinical Trial Not Allowed),2/24/2020,11/19/2021,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-116.html
['data sharing'],Maximizing Investigators Research Award (MIRA) for Early Stage Investigators (R35 - Clinical Trial Optional),2/24/2020,10/4/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-117.html
['data sharing'],National Cooperative Drug/Device Discovery/Development Groups (NCDDG) for the Treatment of Mental or Substance Use Disorders or Alcohol Disorder (U01 Clinical Trial Optional),2/25/2020,3/26/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-118.html
['data sharing'],National Cooperative Drug/Device Discovery/Development Groups (NCDDG) for the Treatment of Mental or Substance Use Disorders or Alcohol Disorder (U19 Clinical Trial Optional),2/25/2020,3/26/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-119.html
['data sharing'],"Integrated Preclinical / Clinical AIDS Vaccine Development Program (IPCAVD)
(U19 Clinical Trial Not Allowed)",3/3/2020,3/10/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-120.html
['data sharing'],Blueprint Neurotherapeutics Network (BPN): Small Molecule Drug Discovery and Development of Disorders of the Nervous System (UG3/UH3 Clinical Trial Optional),3/3/2020,5/8/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-122.html
['data sharing'],Advancing HIV/AIDS Research within the Mission of the NIDCD (R21 Clinical Trial Optional),3/5/2020,1/8/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-20-123.html
['data sharing'],NARMS Cooperative Agreement Program to Strengthen Antibiotic Resistance Surveillance in Retail Food Specimens (U01) Clinical Trials Not Allowed,3/5/2020,5/3/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-124.html
['data sharing'],NICHD Biomedical Informatic Resource Centers Grants (P41 Clinical Trial Not Allowed),3/5/2020,5/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-20-126.html
